candidate_id,confidence_score,county_guess,category_guess,source_file,source_path,line_number,matched_terms,review_status,matched_line,context,created_at
candidate_00354,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,3421,public comment,needs_human_review,144 (7) If during the public comment period an agency receives,"Day 3 119 Wednesday, January 23, 2008 1. Page 5, Lines 144 through 147: 144 (7) If during the public comment period an agency receives comment that the proposed 145 rule will cost small business more than one day’s  annual",2026-06-11T19:21:51
candidate_00356,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,17827,nuisance,needs_human_review,47 constitute a public nuisance under Subsection (1) {  unless the,"18 person }. 2. Page 2, Lines 47 through 51: 47 constitute a public nuisance under Subsection (1) {  unless the [agricultural operation has a 48 substantial adverse effect on the public health and safety. ] activity:",2026-06-11T19:21:51
candidate_00357,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,20913,public hearing,needs_human_review,"H.B. 435, Public Hearings on Property Tax Increases (G. Froerer), read the","dissolved. INTRODUCTION OF BILLS H.B. 435, Public Hearings on Property Tax Increases (G. Froerer), read the first time by short title and referred to the Rules Committee. H.B. 453, Assessment Area Amendments (F. Hunsaker), read the first time",2026-06-11T19:21:51
candidate_00358,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,26699,public hearing,needs_human_review,H.B. 435 Public Hearings on Property Tax Increases,Day 33796 HOUSE JOURNAL POLITICAL SUBDIVISIONS H.B. 435 Public Hearings on Property Tax Increases (Rep. G. Froerer) H.B. 481 Subdivision Approval Amendments (Rep. M. Noel),2026-06-11T19:21:51
candidate_00359,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,27970,public hearing,needs_human_review,"on H.B. 435 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, by","SUBDIVISION CLERK AMENDMENTS; and The Political Subdivisions Committee reports a favorable recommendation on H.B. 435 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, by Representative G. Froerer, with the following amendments: 1. Page 2, Lines 32 through 38:",2026-06-11T19:21:51
candidate_00360,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,27976,public hearing,needs_human_review,Consolidated advertisement of public hearings.,33 Section 1. Section 59−2−919.5 is enacted to read: 34 59−2−919.5. Consolidated advertisement of public hearings. 35 (1)  {On the same day on which a taxing entity provides the notice to the county required,2026-06-11T19:21:51
candidate_00361,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,31054,public hearing,needs_human_review,H.B. 435 Public Hearings on Property Tax Increases,2nd Sub. H.B. 422 Political Subdivision Clerk Amendments (Rep. M. Newbold) H.B. 435 Public Hearings on Property Tax Increases (Rep. G. Froerer) H.B. 447 Government Entity Changes (Rep. K. Holdaway),2026-06-11T19:21:51
candidate_00362,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,41940,public hearing,needs_human_review,H.B. 435 Public Hearings on Property Tax Increases (G. Floerer),H.B. 434 Firefighter Special Group License Plate Amendments (R. Menlove) H.B. 435 Public Hearings on Property Tax Increases (G. Floerer) H.B. 439 Restitution Fund Account (P . Neuenschwander) H.B. 444 Utah State Railroad Museum Authority (N. Hansen),2026-06-11T19:21:51
candidate_00363,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,45426,public hearing,needs_human_review,H.B. 435 −− PUBLIC HEARINGS ON PROPERTY TAX INCREASES (G. Froerer),Enacting Clause Stricken 1228 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Page Index1308 House Bills H.B. 435 −− PUBLIC HEARINGS ON PROPERTY TAX INCREASES (G. Froerer) Read the first time by short title and referred to the Rules Committee. 630 . . . . . . . . Assigned to standing committee 796 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,2026-06-11T19:21:51
candidate_00364,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,48725,public hearing,needs_human_review,HB 435 Public Hearings on Property Tax Increases G. Froerer,Plate Amendments R. Menlove House/ enacting clause struck on 3/5/2008 HB 435 Public Hearings on Property Tax Increases G. Froerer House/ enacting clause struck on 3/5/2008 HB 436 English Language Learner Family,2026-06-11T19:21:51
candidate_00365,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,51593,public hearing,needs_human_review,"Public Hearings on Property Tax Increases, Froerer, G. HB 435 (F). . . . . . . . . .","Property Tax Committee, Niederhauser, W. SB 258 (F). . . . . . . . . . . . . . . . . . . Property Tax Freeze for Certain Homeowners, Ray, P . HB 421 (F). . . . . . . . . . . Public Hearings on Property Tax Increases, Froerer, G. HB 435 (F). . . . . . . . . . Public School Funding, Harper, W. HB 391 (F). . . . . . . . . . . . . . . . . . . . . . . . . . Repeal of Board Leeway for Reading",2026-06-11T19:21:51
candidate_00366,10,Unknown,Public Concern / Needs Review,00004321.txt,archive/extracted_text/legacy/00004321.txt,52098,public hearing,needs_human_review,"Public Hearings on Property Tax Increases, Froerer, G. HB 435 (F). . . . . . . . . .","Stowell, D. SB 217 (F). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Property Tax Freeze for Certain Homeowners, Ray, P . HB 421 (F). . . . . . . . . . . Public Hearings on Property Tax Increases, Froerer, G. HB 435 (F). . . . . . . . . . Public School Funding, Harper, W. HB 391 (F). . . . . . . . . . . . . . . . . . . . . . . . . . Subject Index1490",2026-06-11T19:21:51
candidate_00367,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,1855,public hearing,needs_human_review,"S.B. 32, Local Government Bonding Act − Public Hearings  (S. Jenkins),","S.B. 31, Income Tax Amendments (W. Niederhauser), read the first time by short title and referred to the Rules Committee. S.B. 32, Local Government Bonding Act − Public Hearings  (S. Jenkins), read the first time by short title and referred to the Rules Committee. S.B. 33 , Department of Community and Culture − State−owned Art",2026-06-11T19:21:51
candidate_00368,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,2195,public hearing,needs_human_review,S.B. 32 Local Government Bonding Act − Public Hearings,S.B. 21 Campaign Finance Disclosure Revisions (Sen. P . Knudson) S.B. 32 Local Government Bonding Act − Public Hearings (Sen. S. Jenkins) S.B. 45 Accounting for Competitive Activities of Local Entities,2026-06-11T19:21:51
candidate_00369,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,3745,public hearing,needs_human_review,"ACT − PUBLIC HEARINGS, by Senator S. Jenkins, with the following","The Government Operations and Political Subdivisions Committee reports a favorable recommendation on S.B. 32 , LOCAL GOVERNMENT BONDING ACT − PUBLIC HEARINGS, by Senator S. Jenkins, with the following amendment: 1. Page 4, Line 120 through Page 5, Line 127:",2026-06-11T19:21:51
candidate_00370,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,3754,public hearing,needs_human_review,124 (b) hold a public hearing  :,"the local political 123 subdivision’s intent to issue a bond; and 124 (b) hold a public hearing  : (i) if an election is required under this chapter: Day 4 127 Thursday, January 24, 2008",2026-06-11T19:21:51
candidate_00371,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,6514,public hearing,needs_human_review,2nd Sub. S.B. 32 Local Government Bonding Act − Public Hearings,"On motion of Senator Jenkins, the following substitute bill replaced the original bill: 2nd Sub. S.B. 32 Local Government Bonding Act − Public Hearings (S. Jenkins) The bill passed second reading on the following roll call:",2026-06-11T19:21:51
candidate_00372,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,12812,public hearing,needs_human_review,"after the effective date of this act, a public hearing on the proposed","formulation and carrying out of matters of policy; and if it is sought that any position which differs from its present status be exempted or tenured after the effective date of this act, a public hearing on the proposed exemption or tenure shall be held upon due notice and the concurrence of the council. } to formulate and carry out policy matters;",2026-06-11T19:21:51
candidate_00373,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,12867,public hearing,needs_human_review,"shall, after giving due notice, hold a public hearing on the proposed","(2) Before a position under Subsection (1)(b)(i) may be changed from its current status to exempt or tenured, the career service council shall, after giving due notice, hold a public hearing on the proposed change of status. (3) (a) Subsection (1)(b)(v) may not be construed to cause a",2026-06-11T19:21:51
candidate_00374,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,13459,public hearing,needs_human_review,1106 { (29) } (28)  “Public hearing” means a hearing at,"representation of lands being laid out and 35. Page 36, Line 1106: 1106 { (29) } (28)  “Public hearing” means a hearing at which members of the public are provided a 35. Page 36, Line 1108:",2026-06-11T19:21:51
candidate_00375,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,38252,public hearing,needs_human_review,"Public Hearings on Property Tax Increases, Froerer, G. HB 435 (F). . . . . . . . . .","Property Tax Committee, Niederhauser, W. SB 258 (F). . . . . . . . . . . . . . . . . . . Property Tax Freeze for Certain Homeowners, Ray, P . HB 421 (F). . . . . . . . . . . Public Hearings on Property Tax Increases, Froerer, G. HB 435 (F). . . . . . . . . . Public School Funding, Harper, W. HB 391 (F). . . . . . . . . . . . . . . . . . . . . . . . . . Repeal of Board Leeway for Reading Improvement, Dougall, J. HB 69 (F). . . .",2026-06-11T19:21:51
candidate_00376,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,38732,public hearing,needs_human_review,"Public Hearings on Property Tax Increases, Froerer, G. HB 435 (F). . . . . . . . . .","Stowell, D. SB 217 (F). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Property Tax Freeze for Certain Homeowners, Ray, P . HB 421 (F). . . . . . . . . . . Public Hearings on Property Tax Increases, Froerer, G. HB 435 (F). . . . . . . . . . Public School Funding, Harper, W. HB 391 (F). . . . . . . . . . . . . . . . . . . . . . . . . . Public Transit District Sales Tax Exemption, Dee, B. HB 243 (F). . . . . . . . . . .",2026-06-11T19:21:51
candidate_00377,10,Unknown,Public Concern / Needs Review,00004322.txt,archive/extracted_text/legacy/00004322.txt,39599,public hearing,needs_human_review,S.B. 32 −− LOCAL GOVERNMENT BONDING ACT − PUBLIC HEARINGS (S. Jenkins),Transmitted to the House 225 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Enacting Clause Stricken 1073 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . S.B. 32 −− LOCAL GOVERNMENT BONDING ACT − PUBLIC HEARINGS (S. Jenkins) Read the first time by short title and referred to the Rules Committee. 72 . . . . . . . . . Assigned to standing committee 82 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,2026-06-11T19:21:51
candidate_00378,10,Unknown,Public Concern / Needs Review,00004323.txt,archive/extracted_text/legacy/00004323.txt,11834,public hearing,needs_human_review,48 { (c) } (iii)  hold one or more public hearings to assist,47 identified under Subsections (1)(b)(i) (A)  and { (ii) } (B) ; and 48 { (c) } (iii)  hold one or more public hearings to assist in: 49 { (i) } (A)  identifying improvements under,2026-06-11T19:21:51
candidate_00379,10,Unknown,Public Concern / Needs Review,00004323.txt,archive/extracted_text/legacy/00004323.txt,12570,public hearing,needs_human_review,"PUBLIC HEARING REQUIREMENTS, by Senator P . Jones, and it is transmitted","PARTNERSHIP, by Senator G. Bell, and it is transmitted for consideration; and The Senate passed, as amended, S.B. 133 , LOCAL SCHOOL BOARD PUBLIC HEARING REQUIREMENTS, by Senator P . Jones, and it is transmitted for consideration. Annette B. Moore",2026-06-11T19:21:51
candidate_00380,10,Unknown,Public Concern / Needs Review,00004323.txt,archive/extracted_text/legacy/00004323.txt,14438,public hearing,needs_human_review,S.B. 133 Local School Board Public Hearing Requirements,(Rep. G. Hughes) H.R. 2 Resolution Opposing Real Id Act (Rep. G. Donnelson) S.B. 133 Local School Board Public Hearing Requirements (Sen. P . Jones) S.J.R. 9 Resolution Supporting Presidential Trade Promotion,2026-06-11T19:21:52
